Average Precision,F1 Macro
0.9697474747474747,0.9483780955702825
0.8737501488700239,0.8804962196285693
0.8895640205117841,0.8927847000869313
0.8490567869223093,0.8571822442790185
0.9263643690086851,0.9277293337983956
0.9058292936109054,0.8954802259887006
0.9432309582901738,0.9277293337983956
0.8929233056704693,0.8678571428571429
0.9486748164524663,0.9259100336122434
0.9380407461940111,0.9456800998311679
0.9169317176794235,0.898346435348333
0.9601699735198121,0.939722724532851
0.9319210801942956,0.8995378742214184
0.9500278907402934,0.9275843340776054
0.9301711873086779,0.8794528206292912
0.9334720529684307,0.8943052975466017
0.9308186670666361,0.9274799902983265
0.8981292018197309,0.8836871035940803
0.9008648948158386,0.8731361377136622
0.9243871029798975,0.92309670781893
0.8871215588947239,0.8978321163751628
0.9509131959458134,0.9193411445067073
0.9021118409800147,0.9074056378404205
0.9556717563307141,0.9348060249686568
0.956961423419233,0.9435846501128669
0.9347521060420071,0.9171448021005544
0.9201324287995823,0.8839869281045751
0.9339526453584794,0.9068343357025697
0.8754562699474093,0.8534339023421993
0.9172160689046268,0.89642000191957
0.981586050844424,0.9221428571428572
0.9646615059067105,0.8897876643073812
0.8442967018645854,0.7894736842105263
0.9188351066549993,0.862484083805996
0.8014333092036595,0.8484292345892259
0.8451829661299485,0.8190196899874318
0.8334481716821137,0.8465909090909092
0.9602498897232719,0.9340095319564952
0.9111734426634281,0.8689175769612711
0.9089546185009518,0.9124898715129066
0.9372651259843142,0.9012359525358338
0.9409350382568168,0.9008612440191388
0.9269402212840784,0.8730310974700003
0.9151674971625333,0.9025389025389026
0.8970667922326322,0.8924724134163662
0.9366337348394701,0.9192067736185383
0.9456660988070323,0.9093983208955224
0.9367322913119508,0.921183555904687
0.9496542107152294,0.9243964565065483
0.9025313333429423,0.8624956551963852
0.9245269486926792,0.8962331751718796
0.9151960128397232,0.8983580296355627
0.9448797710934145,0.9292574541284404
0.9287994411851879,0.9144878706199461
0.8818671655476897,0.8663084702907713
0.8963273669883778,0.878448275862069
0.9501826050837986,0.888095238095238
0.9102845251611695,0.9095438701537542
0.9493893443571578,0.9100319035802906
0.9416914039008485,0.9084086907468504
0.8503245203770466,0.8535760365449663
0.9128544379322326,0.8883838383838384
0.9207905844355492,0.9095321637426901
0.9383596322237544,0.91539299702565
0.9161319714484389,0.8737808376362594
0.9403727885714083,0.8978999883977259
0.915776328372361,0.9113755384090979
0.9448361921151495,0.9250100709615444
0.9483656524875519,0.9333817829457365
0.8793481402280843,0.8688593569199481
0.9300340267232353,0.9116084157774225
0.9496837531526134,0.9503911806543386
0.9679198708062059,0.9426810477657935
0.9265783989068915,0.8867694805194806
0.8899369315912476,0.8958066581306017
0.9412941320326639,0.9325231271539995
0.8551260309641916,0.8920278637770898
0.9296575259188676,0.8955372186460449
0.921998651370575,0.8744590463334261
0.8745821441792232,0.9007223942208463
0.8634777822232682,0.8574357572443958
0.9476666666666669,0.9485852311939269
0.9184712611267861,0.9072421664245693
0.9435733550579184,0.9321493624772315
0.9368114233211438,0.9129616560809221
0.9044512783671681,0.9129616560809222
0.9183183674337496,0.8697078831532613
0.8839177344371343,0.9022241796961021
0.9004197852864064,0.8898809523809523
0.9243372683383774,0.9022241796961022
0.9515341512958547,0.9173020527859237
0.868900564656625,0.8710100829306127
0.8510139982576836,0.8732584269662922
0.9534985223412427,0.9125923750795282
0.9154965215421885,0.8787270642201834
0.9326256948291484,0.9190668202764976
0.9567298319306524,0.9179562043795622
0.9421809337152716,0.8927317147656131
0.9198593290455539,0.9348229472707592
0.9258160048570192,0.90938406965495
