Average Precision,F1 Macro
0.9733577533577533,0.9483780955702825
0.8948977987770003,0.8927847000869313
0.8793812661849382,0.8804962196285693
0.8688671937067189,0.8689284011172425
0.9312939896435657,0.9047414717871701
0.9122251470154695,0.8835729099620968
0.953026067064147,0.9277293337983956
0.9017126395980106,0.8898809523809523
0.9464062546851297,0.8927847000869313
0.9317090458112665,0.9456800998311679
0.9141712918158618,0.882395050365598
0.9515850624361639,0.9343157894736842
0.9371577886801892,0.8938947368421053
0.9366060266495138,0.9275843340776054
0.9306231339105866,0.8983464353483328
0.9288434422233427,0.8943052975466017
0.9281736763404161,0.9238604532722179
0.9032462495580876,0.8618228498074455
0.9089578726912834,0.8843154761904761
0.9228103007758006,0.9084886128364389
0.8921998670489009,0.8778624531852652
0.9453175594635431,0.9134133373841713
0.8970397370681082,0.9098814229249013
0.963981700627738,0.9301721109940287
0.9512021719325655,0.9388062917474682
0.9240926542743828,0.9122034160290594
0.9204410434141336,0.8839869281045751
0.9392248420200151,0.9101720647773279
0.8770754493105823,0.8534339023421993
0.9120190008114006,0.9025022886786696
0.9636682243105177,0.8931372549019607
0.9525692741411472,0.8897876643073812
0.8440663776559783,0.8342710997442455
0.9020250952841986,0.862484083805996
0.8119598325163647,0.8251106552952607
0.8597257463270989,0.8190196899874318
0.8319580447455581,0.8279009126466754
0.9664011437908495,0.960405719173897
0.8965381379622124,0.8717478138831912
0.9260006217049819,0.9124898715129066
0.9279125058408326,0.889616652834167
0.9489116626930005,0.9063426629059088
0.9265190415898286,0.9035022354694486
0.9084478795369211,0.898775403856175
0.9216900986912258,0.8860837438423645
0.9372768058642847,0.9051108261586371
0.9434540062818058,0.9048254520839377
0.935859950295906,0.9099240638910709
0.947924934692362,0.9168890934192361
0.8937500877811552,0.8605044782434943
0.9245366627989695,0.8900584795321638
0.9105179134596488,0.8822265974583854
0.9479339232354118,0.9182430963252881
0.9286011616402794,0.9144878706199461
0.8908142582839891,0.8692206875693115
0.8837207509675473,0.8673592507004233
0.9531904226381,0.888095238095238
0.9050534052207158,0.8974830528409212
0.946964387959498,0.9191513761467889
0.9447082241181086,0.9084086907468504
0.862924010417194,0.8739134812229419
0.9022539795290476,0.8804150619091575
0.9049599116186589,0.8893600730335425
0.9393577089204789,0.9224561403508771
0.9151356802979702,0.8865160425049005
0.9370428714423948,0.906183368869936
0.9044567492335305,0.9113755384090979
0.9432688401815938,0.8949755340732785
0.9519239849268497,0.9404887138949836
0.8859230401793288,0.8777777777777778
0.931750235949356,0.9007823613086772
0.9482199012118986,0.959057891261281
0.9651378960613657,0.9426810477657935
0.9250837332130174,0.8894830659536542
0.8874968049295026,0.88274231678487
0.9407794714729567,0.9248484848484848
0.8782681817657461,0.8816735992170297
0.9293719871927939,0.8771736737838434
0.9322634812023705,0.8958066581306017
0.8847850505581787,0.8701754385964913
0.8631926048293932,0.8415006027941281
0.9651190476190479,0.9485852311939269
0.9302706497145703,0.9185347184253692
0.9397462295216378,0.9196765498652291
0.9332468445582514,0.9210104963529622
0.9101916260903432,0.9303693248647378
0.9219529845883628,0.8697078831532613
0.8823129899892646,0.923952139763635
0.8881431048928679,0.8898809523809523
0.92772246370324,0.8927847000869313
0.9481187660276273,0.9116199325258558
0.8532320580519293,0.8722089478454313
0.860099870959425,0.8624166531143275
0.953761631887832,0.9168250639050928
0.9183185291799192,0.8888331422018348
0.9335580193724798,0.9237035025794189
0.9499380536218706,0.8943464588460487
0.9367606160865982,0.8866609046384326
0.9181238689833586,0.9298377028714109
0.9223364717138505,0.9249122003359291
