Average Precision,F1 Macro
0.8356738172538721,0.8175643405942734
0.8282387778532431,0.8368319109234893
0.8148517637222825,0.8403064907665183
0.8211975889986466,0.8210956317503797
0.8571100299269587,0.860279128093922
0.8004378631674751,0.8132420573466859
0.7340132996368933,0.7176634755887914
0.8256627854920828,0.8501574036412574
0.8543187673688755,0.8686443909544248
0.8322029487632019,0.8457679478791925
